id,name,type,location,criticality,owner,description,ip_address,os,software,processes,dependencies
IT-06886,Serveur de Fichiers - Amsterdam,Serveur de Fichiers,"Amsterdam, Pays-Bas",medium,Direction Opérations,Serveur de Fichiers utilisé pour Gestion des Flottes.,192.168.220.29,N/A,Samba,Gestion des Équipages,IT-03209
IT-06887,Poste de Travail - Rotterdam,Poste de Travail,"Rotterdam, Pays-Bas",medium,Direction Financière,Poste de Travail utilisé pour Gestion des Clients. Configuré avec Microsoft Office 365.,192.168.15.193,macOS Monterey,PuTTY,"Gestion des Stocks, Approvisionnement, Ressources Humaines",IT-00470
IT-06888,Portique Numérique - Dubaï,Portique Numérique,"Dubaï, Émirats Arabes Unis",low,Direction IT,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.92.108,Embedded Linux,Système de Contrôle Kalmar,"Gestion des Réservations, Suivi des Cargaisons, Gestion des Clients","IT-01950, IT-03915"
IT-06889,Douchette de Lecture - Tokyo,Douchette de Lecture,"Tokyo, Japon",low,Direction Financière,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,Communication Interne,
IT-06890,Station de Travail - Singapour,Station de Travail,"Singapour, Singapour",high,Direction Opérations,Station de Travail utilisé pour Gestion des Équipages.,192.168.228.126,N/A,N/A,"Communication Interne, Gestion des Équipages","IT-05689, IT-05649"
IT-06891,Portique Numérique - Amsterdam,Portique Numérique,"Amsterdam, Pays-Bas",critical,Direction Opérations,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.217.94,Embedded Linux,Système de Contrôle Kalmar,Communication Interne,"IT-01815, IT-00537, IT-03833"
IT-06892,Serveur de Bases de Données - Singapour,Serveur de Bases de Données,"Singapour, Singapour",high,Direction Opérations,Serveur de Bases de Données hébergeant des applications critiques pour Approvisionnement. Stocke les données des clients. Capacité: 8 To.,192.168.103.166,N/A,Oracle Database 19c,Maintenance des Navires,"IT-04736, IT-04989, IT-04987"
IT-06893,Scanneur de Code-Barre - Singapour,Scanneur de Code-Barre,"Singapour, Singapour",critical,Direction Logistique,Scanneur de Code-Barre utilisé pour Gestion des Clients.,N/A,N/A,Zebra DS9908,"Gestion des Réservations, Analyse des Risques, Gestion des Flottes","IT-04314, IT-05333, IT-02145"
IT-06894,Pare-feu - Singapour,Pare-feu,"Singapour, Singapour",low,Direction Opérations,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.131.93,FortiOS 7.4,FortiGate 2000E,"Finance et Comptabilité, Gestion des Flottes","IT-05308, IT-04519, IT-00262"
IT-06895,Serveur de Sauvegarde - Singapour,Serveur de Sauvegarde,"Singapour, Singapour",medium,Direction Opérations,Serveur de Sauvegarde utilisé pour Gestion des Flottes.,192.168.119.121,N/A,Veeam Backup,"Analyse des Risques, Gestion des Stocks, Planification des Itinéraires","IT-04961, IT-01478, IT-00872"
IT-06896,Poste de Travail - Tokyo,Poste de Travail,"Tokyo, Japon",medium,Direction Financière,Poste de Travail utilisé pour Gestion des Équipages. Configuré avec Microsoft Office 365.,192.168.201.43,Windows 11 Entreprise,Microsoft Office 365,Communication Interne,IT-04541
IT-06897,Scanneur de Code-Barre - Amsterdam,Scanneur de Code-Barre,"Amsterdam, Pays-Bas",medium,Direction RH,Scanneur de Code-Barre utilisé pour Ressources Humaines.,N/A,N/A,Zebra DS9908,Communication Interne,IT-04016
IT-06898,Serveur Applicatif - Shenzhen,Serveur Applicatif,"Shenzhen, Chine",medium,Direction Logistique,Serveur Applicatif hébergeant des applications critiques pour Sécurité et Conformité. Exécute Docker.,192.168.219.96,N/A,Docker,Gestion des Réservations,"IT-05546, IT-04711"
IT-06899,Serveur de Bases de Données - Santos,Serveur de Bases de Données,"Santos, Brésil",medium,Direction Financière,Serveur de Bases de Données hébergeant des applications critiques pour Planification des Itinéraires. Stocke les données des cargaisons. Capacité: 7 To.,192.168.77.16,N/A,PostgreSQL 14,Gestion des Réservations,"IT-05280, IT-06464, IT-04948"
IT-06900,Serveur Applicatif - New York,Serveur Applicatif,"New York, États-Unis",medium,Direction IT,Serveur Applicatif hébergeant des applications critiques pour Suivi des Cargaisons. Exécute Custom TMS.,192.168.208.225,N/A,Custom TMS,"Gestion des Flottes, Douanes et Réglementations, Suivi des Cargaisons",IT-00074
IT-06901,Portique Numérique - Dubaï,Portique Numérique,"Dubaï, Émirats Arabes Unis",medium,Direction Logistique,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.236.155,Embedded Linux,Système de Contrôle Kalmar,"Gestion des Clients, Maintenance des Navires","IT-06077, IT-06581"
IT-06902,Switch - Busan,Switch,"Busan, Corée du Sud",medium,Direction Financière,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.95.250,Cisco Catalyst 9000,Cisco Catalyst 9000,"Gestion des Stocks, Gestion des Flottes, Sécurité et Conformité",IT-06256
IT-06903,Poste de Travail Portable - Busan,Poste de Travail Portable,"Busan, Corée du Sud",low,Direction RH,Poste de Travail Portable utilisé pour Suivi des Cargaisons. Configuré avec Microsoft Office 365.,192.168.40.125,Windows 11 Entreprise,Microsoft Office 365,"Approvisionnement, Communication Interne, Gestion des Réservations",IT-01195
IT-06904,Serveur de Bases de Données - Dubaï,Serveur de Bases de Données,"Dubaï, Émirats Arabes Unis",high,Direction Opérations,Serveur de Bases de Données hébergeant des applications critiques pour Communication Interne. Stocke les données des clients. Capacité: 6 To.,192.168.203.204,N/A,PostgreSQL 14,"Maintenance des Navires, Planification des Itinéraires","IT-04407, IT-06325"
IT-06905,Équipement Réseau - Singapour,Équipement Réseau,"Singapour, Singapour",high,Direction IT,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.224.184,Cisco IOS,Cisco IOS,"Sécurité et Conformité, Gestion des Réservations, Ressources Humaines","IT-04053, IT-05729"
IT-06906,Équipement Réseau - Dubaï,Équipement Réseau,"Dubaï, Émirats Arabes Unis",medium,Direction Logistique,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.194.52,FortiOS 7.4,Cisco IOS,"Ressources Humaines, Finance et Comptabilité, Communication Interne",
IT-06907,Serveur de Sauvegarde - Le Havre,Serveur de Sauvegarde,"Le Havre, France",low,Direction IT,Serveur de Sauvegarde utilisé pour Gestion des Équipages.,192.168.217.70,N/A,Veeam Backup,Approvisionnement,"IT-02310, IT-01971, IT-02984"
IT-06908,Poste de Travail - Rotterdam,Poste de Travail,"Rotterdam, Pays-Bas",high,Direction IT,Poste de Travail utilisé pour Gestion des Réservations. Configuré avec Microsoft Office 365.,192.168.65.140,macOS Monterey,PuTTY,"Finance et Comptabilité, Sécurité et Conformité, Approvisionnement",IT-05465
IT-06909,Serveur - Ningbo,Serveur,"Ningbo, Chine",medium,Direction Financière,Serveur hébergeant des applications critiques pour Gestion des Stocks. Exécute PostgreSQL.,192.168.159.95,Linux (Ubuntu 20.04),Oracle Database,"Analyse des Risques, Gestion des Réservations","IT-06259, IT-04489"
IT-06910,Serveur - Singapour,Serveur,"Singapour, Singapour",medium,Direction Opérations,Serveur hébergeant des applications critiques pour Gestion des Équipages. Exécute Oracle Database.,192.168.107.103,Linux (Ubuntu 20.04),Oracle Database,"Analyse des Risques, Gestion des Réservations",
IT-06911,Serveur de Bases de Données - Tokyo,Serveur de Bases de Données,"Tokyo, Japon",medium,Direction RH,Serveur de Bases de Données hébergeant des applications critiques pour Gestion des Clients. Stocke les données des cargaisons. Capacité: 8 To.,192.168.209.39,N/A,Oracle Database 19c,Gestion des Clients,"IT-01898, IT-00421"
IT-06912,Serveur - Dubaï,Serveur,"Dubaï, Émirats Arabes Unis",medium,Direction RH,Serveur hébergeant des applications critiques pour Gestion des Réservations. Exécute Oracle Database.,192.168.85.29,Linux (Ubuntu 20.04),SAP ERP,"Ressources Humaines, Sécurité et Conformité, Maintenance des Navires",
IT-06913,Poste de Travail - Yokohama,Poste de Travail,"Yokohama, Japon",high,Direction RH,Poste de Travail utilisé pour Gestion des Équipages. Configuré avec PuTTY.,192.168.125.94,macOS Monterey,Microsoft Office 365,"Communication Interne, Gestion des Équipages",
IT-06914,Switch - Nantes,Switch,"Nantes, France",low,Direction Financière,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.170.24,Cisco Catalyst 9000,Cisco Catalyst 9000,"Douanes et Réglementations, Gestion des Stocks","IT-05064, IT-00344"
IT-06915,Serveur de Fichiers - Santos,Serveur de Fichiers,"Santos, Brésil",high,Direction Logistique,Serveur de Fichiers utilisé pour Sécurité et Conformité.,192.168.117.175,N/A,Samba,"Gestion des Clients, Ressources Humaines, Sécurité et Conformité","IT-04592, IT-01841"
IT-06916,Serveur de Bases de Données - Singapour,Serveur de Bases de Données,"Singapour, Singapour",high,Direction Financière,Serveur de Bases de Données hébergeant des applications critiques pour Communication Interne. Stocke les données des clients. Capacité: 2 To.,192.168.43.160,N/A,Oracle Database 19c,"Gestion des Stocks, Communication Interne, Maintenance des Navires",IT-00978
IT-06917,Poste de Travail Portable - Singapour,Poste de Travail Portable,"Singapour, Singapour",high,Direction RH,Poste de Travail Portable utilisé pour Gestion des Équipages. Configuré avec Microsoft Office 365.,192.168.134.169,Windows 11 Entreprise,Microsoft Office 365,Gestion des Stocks,"IT-01321, IT-01648, IT-05766"
IT-06918,Pare-feu - Busan,Pare-feu,"Busan, Corée du Sud",low,Direction IT,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.123.103,FortiOS 7.4,FortiGate 2000E,Douanes et Réglementations,
IT-06919,Poste de Travail Portable - Los Angeles,Poste de Travail Portable,"Los Angeles, États-Unis",medium,Direction IT,Poste de Travail Portable utilisé pour Analyse des Risques. Configuré avec Microsoft Office 365.,192.168.161.48,Windows 11 Entreprise,Microsoft Office 365,Gestion des Clients,"IT-00629, IT-04043"
IT-06920,Portique Numérique - Tokyo,Portique Numérique,"Tokyo, Japon",medium,Direction Logistique,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.100.218,Embedded Linux,Système de Contrôle Kalmar,"Gestion des Équipages, Finance et Comptabilité",
IT-06921,Switch - Tokyo,Switch,"Tokyo, Japon",low,Direction Logistique,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.27.142,Cisco Catalyst 9000,Cisco Catalyst 9000,"Approvisionnement, Analyse des Risques",IT-00347
IT-06922,Serveur Web - Rio de Janeiro,Serveur Web,"Rio de Janeiro, Brésil",medium,Direction RH,Serveur Web utilisé pour Finance et Comptabilité.,192.168.32.208,N/A,Nginx,"Gestion des Stocks, Gestion des Clients, Finance et Comptabilité","IT-03692, IT-04173, IT-03738"
IT-06923,Station de Travail - Brême,Station de Travail,"Brême, Allemagne",medium,Direction Financière,Station de Travail utilisé pour Gestion des Réservations.,192.168.30.71,N/A,N/A,Approvisionnement,
IT-06924,Douchette de Lecture - Marseille,Douchette de Lecture,"Marseille, France",high,Direction RH,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,Sécurité et Conformité,
IT-06925,Terminal d'Impression - Shenzhen,Terminal d'Impression,"Shenzhen, Chine",low,Direction Opérations,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.215.249,N/A,Firmware Xerox v5.2,Gestion des Équipages,"IT-05868, IT-00637, IT-04927"
IT-06926,Scanneur de Code-Barre - Busan,Scanneur de Code-Barre,"Busan, Corée du Sud",medium,Direction Financière,Scanneur de Code-Barre utilisé pour Gestion des Équipages.,N/A,N/A,Zebra DS9908,"Communication Interne, Approvisionnement",IT-00421
IT-06927,Switch - Dubaï,Switch,"Dubaï, Émirats Arabes Unis",medium,Direction RH,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.104.139,Cisco Catalyst 9000,Cisco Catalyst 9000,Gestion des Clients,"IT-05538, IT-06455, IT-04170"
IT-06928,Poste de Travail Portable - Yokohama,Poste de Travail Portable,"Yokohama, Japon",high,Direction IT,Poste de Travail Portable utilisé pour Planification des Itinéraires. Configuré avec Microsoft Office 365.,192.168.209.98,Windows 11 Entreprise,Microsoft Office 365,Gestion des Équipages,
IT-06929,Terminal d'Impression - Shanghai,Terminal d'Impression,"Shanghai, Chine",high,Direction Opérations,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.10.39,N/A,Firmware Xerox v5.2,"Ressources Humaines, Communication Interne, Analyse des Risques",IT-03851
IT-06930,Serveur de Fichiers - Ningbo,Serveur de Fichiers,"Ningbo, Chine",medium,Direction Logistique,Serveur de Fichiers utilisé pour Communication Interne.,192.168.199.245,N/A,Samba,"Suivi des Cargaisons, Maintenance des Navires","IT-05814, IT-00867, IT-01532"
IT-06931,Routeur - Singapour,Routeur,"Singapour, Singapour",high,Direction Financière,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.122.70,Cisco IOS,Cisco 4000 Series,"Maintenance des Navires, Finance et Comptabilité",IT-05409
IT-06932,Switch - Hambourg,Switch,"Hambourg, Allemagne",high,Direction Opérations,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.117.16,Cisco Catalyst 9000,Cisco Catalyst 9000,"Planification des Itinéraires, Approvisionnement","IT-02927, IT-00539"
IT-06933,Poste de Travail - Dubaï,Poste de Travail,"Dubaï, Émirats Arabes Unis",high,Direction Logistique,Poste de Travail utilisé pour Planification des Itinéraires. Configuré avec Microsoft Office 365.,192.168.179.146,Windows 11 Entreprise,Microsoft Office 365,"Gestion des Équipages, Gestion des Flottes","IT-04529, IT-05623, IT-02205"
IT-06934,Portique Numérique - Singapour,Portique Numérique,"Singapour, Singapour",high,Direction Opérations,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.152.83,Embedded Linux,Système de Contrôle Kalmar,Maintenance des Navires,
IT-06935,Terminal d'Impression - Ningbo,Terminal d'Impression,"Ningbo, Chine",critical,Direction Opérations,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.125.124,N/A,Firmware Xerox v5.2,Finance et Comptabilité,
IT-06936,Station de Travail - Rio de Janeiro,Station de Travail,"Rio de Janeiro, Brésil",high,Direction Opérations,Station de Travail utilisé pour Gestion des Équipages.,192.168.74.119,N/A,N/A,"Approvisionnement, Gestion des Clients, Douanes et Réglementations","IT-04279, IT-01451"
IT-06937,Switch - Santos,Switch,"Santos, Brésil",medium,Direction Logistique,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.195.183,Cisco Catalyst 9000,Cisco Catalyst 9000,"Gestion des Réservations, Gestion des Équipages, Gestion des Clients","IT-02175, IT-03269, IT-01385"
IT-06938,Serveur de Bases de Données - Houston,Serveur de Bases de Données,"Houston, États-Unis",low,Direction IT,Serveur de Bases de Données hébergeant des applications critiques pour Gestion des Réservations. Stocke les données des cargaisons. Capacité: 5 To.,192.168.177.98,N/A,Oracle Database 19c,"Gestion des Clients, Maintenance des Navires",
IT-06939,Serveur de Sauvegarde - Busan,Serveur de Sauvegarde,"Busan, Corée du Sud",high,Direction Financière,Serveur de Sauvegarde utilisé pour Maintenance des Navires.,192.168.108.78,N/A,Veeam Backup,"Approvisionnement, Gestion des Clients, Finance et Comptabilité",
IT-06940,Équipement Réseau - Singapour,Équipement Réseau,"Singapour, Singapour",medium,Direction Opérations,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.240.186,FortiOS 7.4,Cisco IOS,Gestion des Stocks,
IT-06941,Pare-feu - Brême,Pare-feu,"Brême, Allemagne",medium,Direction RH,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.254.235,FortiOS 7.4,FortiGate 2000E,Ressources Humaines,"IT-01820, IT-06749, IT-02950"
IT-06942,Équipement Réseau - Santos,Équipement Réseau,"Santos, Brésil",medium,Direction IT,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.204.220,FortiOS 7.4,Cisco IOS,Ressources Humaines,"IT-04007, IT-03479"
IT-06943,Serveur - Busan,Serveur,"Busan, Corée du Sud",medium,Direction Logistique,Serveur hébergeant des applications critiques pour Gestion des Équipages. Exécute SAP ERP.,192.168.60.106,Windows Server 2022,Oracle Database,"Maintenance des Navires, Ressources Humaines","IT-06205, IT-00547, IT-05853"
